Order Date|Channel|Brand Name|Product ID|ASIN|Title|UPC|Pack Size|No. Orders|Units Sold|Packs Sold|Sell-Out|Revenue|ASP|AOV|AOV:Units|Buy Box %|Sessions|PP CRV %|AMZ CRV %|created_on
2019-01-01|Amazon|Veet|1259485|B01IADWVB4|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|18.49|18.49|18.49|1.0 Units|86.00%|7|14.29%|14.29%|2019-01-01 12:00:00
2019-03-05|Amazon|Veet|1259485|B01IADWVB4|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|18.96|18.96|18.96|1.0 Units|91.00%|10|10.00%|10.00%|2019-03-05 12:00:00
2019-03-26|Amazon|Veet|1259485|B01IADWVB4|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|3|33.33%|33.33%|2019-03-26 12:00:00
2019-03-16|Amazon|Veet|1259485|B01IADWVB4|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|4|25.00%|25.00%|2019-03-16 12:00:00
2019-03-23|Amazon|Veet|1259485|B01IADWVB4|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|4|2|20.00|39.12|19.56|39.12|2.0 Units|100.00%|6|16.67%|25.00%|2019-03-23 12:00:00
2019-03-13|Amazon|Veet|1259485|B01IADWVB4|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|4|2|20.00|39.12|19.56|39.12|2.0 Units|89.00%|8|12.50%|25.00%|2019-03-13 12:00:00
2019-01-26|Amazon|Veet|1259485|B01IADWVB4|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|36.98|18.49|18.49|1.0 Units|67.00%|10|20.00%|20.00%|2019-01-26 12:00:00
2019-02-20|Amazon|Veet|1259485|B01IADX29Y|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|5|1|5|1|25.00|43.83|43.83|43.83|1.0 Units|0.00%|1|100.00%|100.00%|2019-02-20 12:00:00
2019-03-06|Amazon|Veet|1259485|B01IADX29Y|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|5|1|5|1|25.00|43.83|43.83|43.83|1.0 Units|0.00%|1|100.00%|100.00%|2019-03-06 12:00:00
2019-01-10|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|||||2019-01-10 12:00:00
2019-02-22|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|||||2019-02-22 12:00:00
2019-02-21|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|100.00%|11|9.09%|13.64%|2019-02-21 12:00:00
2019-01-15|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|100.00%|12|8.33%|8.33%|2019-01-15 12:00:00
2019-02-17|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|100.00%|13|7.69%|11.54%|2019-02-17 12:00:00
2019-01-22|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|100.00%|16|6.25%|12.50%|2019-01-22 12:00:00
2019-02-09|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|100.00%|18|5.56%|8.34%|2019-02-09 12:00:00
2019-01-05|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|100.00%|9|11.11%|11.11%|2019-01-05 12:00:00
2019-02-25|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|76.00%|16|6.25%|9.38%|2019-02-25 12:00:00
2019-01-16|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|83.00%|13|7.69%|11.54%|2019-01-16 12:00:00
2019-02-02|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|86.00%|14|7.14%|7.14%|2019-02-02 12:00:00
2019-02-15|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|88.00%|16|6.25%|6.25%|2019-02-15 12:00:00
2019-02-18|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|93.00%|23|4.35%|6.53%|2019-02-18 12:00:00
2019-01-11|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|94.00%|12|8.33%|8.33%|2019-01-11 12:00:00
2019-02-20|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|96.00%|20|5.00%|5.00%|2019-02-20 12:00:00
2019-01-29|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|17.63|17.63|17.63|1.0 Units|96.00%|22|4.55%|4.55%|2019-01-29 12:00:00
2019-03-20|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|10|10.00%|10.00%|2019-03-20 12:00:00
2019-03-01|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|12|8.33%|12.50%|2019-03-01 12:00:00
2019-03-02|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|12|8.33%|12.50%|2019-03-02 12:00:00
2019-03-04|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|12|8.33%|12.50%|2019-03-04 12:00:00
2019-03-28|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|14|7.14%|14.29%|2019-03-28 12:00:00
2019-03-05|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|14|7.14%|7.14%|2019-03-05 12:00:00
2019-03-12|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|14|7.14%|7.14%|2019-03-12 12:00:00
2019-03-18|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|15|6.67%|16.67%|2019-03-18 12:00:00
2019-03-06|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|17|5.88%|17.65%|2019-03-06 12:00:00
2019-03-26|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|100.00%|6|16.67%|16.67%|2019-03-26 12:00:00
2019-03-27|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|78.00%|12|8.33%|16.67%|2019-03-27 12:00:00
2019-03-09|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|78.00%|13|7.69%|19.23%|2019-03-09 12:00:00
2019-03-11|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|78.00%|17|5.88%|8.82%|2019-03-11 12:00:00
2019-03-14|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|83.00%|5|20.00%|20.00%|2019-03-14 12:00:00
2019-03-22|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|85.00%|10|10.00%|10.00%|2019-03-22 12:00:00
2019-03-16|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|86.00%|11|9.09%|9.09%|2019-03-16 12:00:00
2019-03-30|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|89.00%|12|8.33%|33.33%|2019-03-30 12:00:00
2019-03-10|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|91.00%|19|5.26%|10.53%|2019-03-10 12:00:00
2019-03-07|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|1|2|1|10.00|19.56|19.56|19.56|1.0 Units|93.00%|19|5.26%|18.42%|2019-03-07 12:00:00
2019-02-16|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|11|18.18%|27.27%|2019-02-16 12:00:00
2019-01-09|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|11|18.18%|9.09%|2019-01-09 12:00:00
2019-02-14|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|16|12.50%|9.38%|2019-02-14 12:00:00
2019-01-01|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|17|11.76%|14.71%|2019-01-01 12:00:00
2019-02-01|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|17|11.76%|8.82%|2019-02-01 12:00:00
2019-01-20|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|19|10.53%|10.53%|2019-01-20 12:00:00
2019-02-24|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|6|33.33%|25.00%|2019-02-24 12:00:00
2019-01-17|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|6|33.33%|33.33%|2019-01-17 12:00:00
2019-02-27|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|100.00%|8|25.00%|25.00%|2019-02-27 12:00:00
2019-01-06|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|92.00%|10|20.00%|15.00%|2019-01-06 12:00:00
2019-01-13|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|93.00%|20|10.00%|15.00%|2019-01-13 12:00:00
2019-02-08|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|93.00%|20|10.00%|15.00%|2019-02-08 12:00:00
2019-01-02|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|94.00%|13|15.38%|11.54%|2019-01-02 12:00:00
2019-02-13|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|95.00%|14|14.29%|10.72%|2019-02-13 12:00:00
2019-01-31|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|96.00%|16|12.50%|21.88%|2019-01-31 12:00:00
2019-01-23|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|96.00%|19|10.53%|13.16%|2019-01-23 12:00:00
2019-01-26|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|35.26|17.63|17.63|1.0 Units|97.00%|26|7.69%|11.54%|2019-01-26 12:00:00
2019-02-28|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|39.12|19.56|19.56|1.0 Units|100.00%|10|20.00%|25.00%|2019-02-28 12:00:00
2019-03-17|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|39.12|19.56|19.56|1.0 Units|100.00%|9|22.22%|44.45%|2019-03-17 12:00:00
2019-03-29|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|4|2|20.00|39.12|19.56|19.56|1.0 Units|86.00%|13|15.38%|15.38%|2019-03-29 12:00:00
2019-02-10|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|2|6|3|30.00|52.89|17.63|26.45|1.5 Units|100.00%|22|9.09%|13.64%|2019-02-10 12:00:00
2019-01-24|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|3|6|3|30.00|52.89|17.63|17.63|1.0 Units|81.00%|14|21.43%|21.43%|2019-01-24 12:00:00
2019-02-23|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|3|6|3|30.00|52.89|17.63|17.63|1.0 Units|85.00%|6|50.00%|50.00%|2019-02-23 12:00:00
2019-01-21|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|3|6|3|30.00|52.89|17.63|17.63|1.0 Units|89.00%|32|9.38%|14.07%|2019-01-21 12:00:00
2019-02-05|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|3|6|3|30.00|52.89|17.63|17.63|1.0 Units|97.00%|24|12.50%|10.42%|2019-02-05 12:00:00
2019-03-19|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|3|6|3|30.00|58.68|19.56|19.56|1.0 Units|75.00%|15|20.00%|10.00%|2019-03-19 12:00:00
2019-02-06|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|3|8|4|40.00|70.52|17.63|23.51|1.3 Units|100.00%|17|17.65%|23.53%|2019-02-06 12:00:00
2019-02-12|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|3|8|4|40.00|70.52|17.63|23.51|1.3 Units|100.00%|8|37.50%|18.75%|2019-02-12 12:00:00
2019-02-19|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|4|8|4|40.00|70.52|17.63|17.63|1.0 Units|100.00%|11|36.36%|22.73%|2019-02-19 12:00:00
2019-01-19|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|4|8|4|40.00|70.52|17.63|17.63|1.0 Units|100.00%|19|21.05%|13.16%|2019-01-19 12:00:00
2019-01-14|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|4|8|4|40.00|70.52|17.63|17.63|1.0 Units|100.00%|20|20.00%|15.00%|2019-01-14 12:00:00
2019-02-03|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|5|10|5|50.00|88.15|17.63|17.63|1.0 Units|100.00%|18|27.78%|16.67%|2019-02-03 12:00:00
2019-01-25|Amazon|Veet|1259485|B01M0JSYD6|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|2|6|12|6|60.00|105.78|17.63|17.63|1.0 Units|96.00%|21|28.57%|14.29%|2019-01-25 12:00:00
2019-03-29|Amazon|Veet|1259485|B071F2PFHR|Veet Leg and Body Hair Remover Cold Wax Strips, 40 Count|62200829287|1|1|1|1|5.00|10.48|10.48|10.48|1.0 Units|100.00%|6|16.67%|25.00%|2019-03-29 12:00:00
2019-03-31|Amazon|Veet|1308030|B000P9SRMY|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|2|2|5.92|13.82|6.91|13.82|2.0 Units|0.00%|20|5.00%|10.00%|2019-03-31 12:00:00
2019-02-20|Amazon|Veet|1308030|B001U0ONJI|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.71|7.71|7.71|1.0 Units|0.00%|0||0.00%|2019-02-20 12:00:00
2019-02-19|Amazon|Veet|1308030|B001U0ONJI|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.72|7.72|7.72|1.0 Units|0.00%|2|50.00%|50.00%|2019-02-19 12:00:00
2019-01-15|Amazon|Veet|1308030|B001U0ONJI|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.74|7.74|7.74|1.0 Units|0.00%|0||0.00%|2019-01-15 12:00:00
2019-01-22|Amazon|Veet|1308030|B001U0ONJI|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.74|7.74|7.74|1.0 Units|0.00%|1|100.00%|100.00%|2019-01-22 12:00:00
2019-01-16|Amazon|Veet|1308030|B001U0ONJI|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.74|7.74|7.74|1.0 Units|0.00%|3|33.33%|33.33%|2019-01-16 12:00:00
2019-02-14|Amazon|Veet|1308030|B001U0ONJI|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.83|7.83|7.83|1.0 Units|0.00%|0||0.00%|2019-02-14 12:00:00
2019-01-27|Amazon|Veet|1308030|B001U0ONJI|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.83|7.83|7.83|1.0 Units|0.00%|2|50.00%|50.00%|2019-01-27 12:00:00
2019-03-09|Amazon|Veet|1308030|B001U0ONJI|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|2|2|2|5.92|15.42|7.71|7.71|1.0 Units|0.00%|1|200.00%|200.00%|2019-03-09 12:00:00
2019-01-01|Amazon|Veet|1308030|B009PI0RGK|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.74|7.74|7.74|1.0 Units|0.00%|3|33.33%|33.33%|2019-01-01 12:00:00
2019-03-23|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|0.00%|0||0.00%|2019-03-23 12:00:00
2019-02-05|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|1|100.00%|100.00%|2019-02-05 12:00:00
2019-01-25|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|2|50.00%|75.00%|2019-01-25 12:00:00
2019-01-27|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|3|33.33%|33.33%|2019-01-27 12:00:00
2019-01-22|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|4|25.00%|25.00%|2019-01-22 12:00:00
2019-02-02|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|5|20.00%|20.00%|2019-02-02 12:00:00
2019-01-18|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|6|16.67%|16.67%|2019-01-18 12:00:00
2019-01-28|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|6|16.67%|16.67%|2019-01-28 12:00:00
2019-01-14|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|7|14.29%|14.29%|2019-01-14 12:00:00
2019-01-15|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|7|14.29%|14.29%|2019-01-15 12:00:00
2019-01-19|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|8|12.50%|18.75%|2019-01-19 12:00:00
2019-01-12|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.59|7.59|7.59|1.0 Units|100.00%|8|12.50%|25.00%|2019-01-12 12:00:00
2019-01-10|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.63|7.63|7.63|1.0 Units|100.00%|11|9.09%|9.09%|2019-01-10 12:00:00
2019-01-05|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.74|7.74|7.74|1.0 Units|100.00%|11|9.09%|18.18%|2019-01-05 12:00:00
2019-01-04|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.74|7.74|7.74|1.0 Units|100.00%|12|8.33%|8.33%|2019-01-04 12:00:00
2019-01-07|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.74|7.74|7.74|1.0 Units|100.00%|16|6.25%|6.25%|2019-01-07 12:00:00
2019-01-01|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|1|1|1|2.96|7.74|7.74|7.74|1.0 Units|100.00%|7|14.29%|14.29%|2019-01-01 12:00:00
2019-01-13|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|2|2|2|5.92|15.18|7.59|7.59|1.0 Units|89.00%|15|13.33%|13.33%|2019-01-13 12:00:00
2019-01-21|Amazon|Veet|1308030|B00H3R0NJG|Veet Botanic Inspirations Wax Strip Kit, for Bikini, Underarm, Face, 20 ct|62200850151|1|2|2|2|5.92|15.18|7.59|7.59|1.0 Units|94.00%|23|8.70%|4.35%|2019-01-21 12:00:00
